Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics
4346,4346,4346,4346,bPkQBRD+3gOhMhNZEhgI9xg3NoBWk2Z/QtftDIRoADI=,1,10,2224.0,offline,sale,CITY BIKE ELOPS 540 LF PETROL BLUE,URBAN TRAD BIK,URBAN/FOLDING B,1,479.99,bPkQBRD+3gOhMhNZEhgI9xg3NoBWk2Z/QtftDIRoADI=,,Personeel zeer vriendelijk. Goede service. Zeer behulpzaam.,5,2022-07-16 09:33:31,,,. Staff very friendly. Good service. Very helpful.,. Personeel zeer vriendelijk. Goede service. Zeer behulpzaam.,Biking,3
4347,4347,4347,4347,ltrHaw3e8cy7R4sLB9fqltjiHbOKizUf7yqEKZLicGA=,1,2,70.0,online,sale,KIT STICKERS ST 100 - GREY,ACCESS MTB,AFTER SALE CYCL,1,4.99,ltrHaw3e8cy7R4sLB9fqltjiHbOKizUf7yqEKZLicGA=,Om je fiets weer optisch te verfraaien ok.,kwaliteit van de stickers kan beter.,4,2022-04-30 09:05:29,,,"To visually embellish your bicycle again, ok... the quality of the stickers could be better.",Om je fiets weer optisch te verfraaien ok.. kwaliteit van de stickers kan beter.,Biking,0
4348,4348,4348,4348,6+ueRj5bXitwqtkH/Apb0U2BM1Uo/pmc57A8k6XWG6o=,1,10,1089.0,offline,sale,CITY EBIKE ELOPS 120E LF,ELEC URBAN BIKE,URBAN/FOLDING B,1,799.99,6+ueRj5bXitwqtkH/Apb0U2BM1Uo/pmc57A8k6XWG6o=,,Zeer netjes geholpen volgende dag toen mijn kinderen de fiets opgingen halen ook,4,2023-08-23 08:18:04,,,. Very helpful assistance the next day when my children went to pick up their bikes,. Zeer netjes geholpen volgende dag toen mijn kinderen de fiets opgingen halen ook,Biking,3
4349,4349,4349,4349,7FH+F6W2RplB94zekBoNsidqR9fwNuIqG5mfiDUNcqU=,1,10,1186.0,offline,sale,CITY BIKE ELOPS 900 LF,URBAN TRAD BIK,URBAN/FOLDING B,1,599.99,7FH+F6W2RplB94zekBoNsidqR9fwNuIqG5mfiDUNcqU=,Lekker lichte fiets.,Een verademing na mijn lompe electrische fiets.,5,2022-05-15 10:35:21,,,Nice and light bike. A relief after my clumsy electric bike.,Lekker lichte fiets.. Een verademing na mijn lompe electrische fiets.,Biking,3
4350,4350,4350,4350,7FH+F6W2RplB94zekBoNsidqR9fwNuIqG5mfiDUNcqU=,1,10,1186.0,offline,sale,CITY BIKE ELOPS 900 LF,URBAN TRAD BIK,URBAN/FOLDING B,1,599.99,7FH+F6W2RplB94zekBoNsidqR9fwNuIqG5mfiDUNcqU=,,Soms lastig om personeel te vinden.,1,2022-05-25 16:56:54,,,. Sometimes difficult to find staff.,. Soms lastig om personeel te vinden.,Biking,3
4418,4418,4418,4418,Te2+CS4PfhKEbFF2hV7dD5VBtUk0WK7nkjVYWE8Thtw=,1,8,2224.0,offline,sale,MIRROR 3  3D,BIKE SAFETY ACC,BIKE ACCESSORIE,2,11.98,Te2+CS4PfhKEbFF2hV7dD5VBtUk0WK7nkjVYWE8Thtw=,,Vlotte afhandeling met kopen van fiets.2de kansDonderdag kijken .vrijdag opgehaald. Echt top,5,2022-07-03 22:42:23,,,. Smooth transaction when purchasing a bicycle. 2nd chance. Watched on Thursday. Picked up on Friday. Really great,. Vlotte afhandeling met kopen van fiets.2de kansDonderdag kijken .vrijdag opgehaald. Echt top,Biking,0
4419,4419,4419,4419,Te2+CS4PfhKEbFF2hV7dD5VBtUk0WK7nkjVYWE8Thtw=,1,8,2224.0,offline,sale,MIRROR 3  3D,BIKE SAFETY ACC,BIKE ACCESSORIE,2,11.98,Te2+CS4PfhKEbFF2hV7dD5VBtUk0WK7nkjVYWE8Thtw=,Top,Prachtige spiegels op de 2de kansfiets wat ik ook bij jullie heb gekocht,5,2022-07-24 09:51:28,,,Top. Beautiful mirrors on the 2nd chance bike that I also bought from you,Top. Prachtige spiegels op de 2de kansfiets wat ik ook bij jullie heb gekocht,Biking,2
4441,4441,4441,4441,YTcuIM4g06iTPNcWpfIhbZ8BbEelCoxlWIwWbEvSmG4=,1,4,70.0,online,sale,"26"""" ST 500 BLUE",JR MTB BIKES,KID CYCLING AND,1,279.99,YTcuIM4g06iTPNcWpfIhbZ8BbEelCoxlWIwWbEvSmG4=,Staff behavior was very bad,Staff behavior was very bad,4,2023-08-15 04:52:41,,,Staff behavior was very bad. Staff behavior was very bad,Staff behavior was very bad. Staff behavior was very bad,Biking,3
4442,4442,4442,4442,ujnDvoqkiUsz+XySg+D3tn1ptWcSmRoYOTw68fuL278=,1,10,1088.0,offline,sale,BMX SCREW PEGS 100,KIDS ACC 6-12 Y,KID CYCLING AND,2,19.98,ujnDvoqkiUsz+XySg+D3tn1ptWcSmRoYOTw68fuL278=,leuk ding,Alleen jammer dat er maar 1 in de winkel was en geen andere kleuren,4,2023-08-05 23:36:51,,,nice thing. Just a pity that there was only 1 in the store and no other colors,leuk ding. Alleen jammer dat er maar 1 in de winkel was en geen andere kleuren,Biking,0
4443,4443,4443,4443,ujnDvoqkiUsz+XySg+D3tn1ptWcSmRoYOTw68fuL278=,1,10,1088.0,offline,sale,BMX SCREW PEGS 100,KIDS ACC 6-12 Y,KID CYCLING AND,2,19.98,ujnDvoqkiUsz+XySg+D3tn1ptWcSmRoYOTw68fuL278=,goede service,snel gedaan,5,2023-08-05 23:38:44,,,good service. done quickly,goede service. snel gedaan,Biking,2
4444,4444,4444,4444,ujnDvoqkiUsz+XySg+D3tn1ptWcSmRoYOTw68fuL278=,1,10,1088.0,offline,sale,BMX SCREW PEGS 100,KIDS ACC 6-12 Y,KID CYCLING AND,2,19.98,ujnDvoqkiUsz+XySg+D3tn1ptWcSmRoYOTw68fuL278=,prima schoenen,"mijn kind is er helemaal blij mee, wil het liefst alleen maar op die schoenen lopen",5,2023-08-05 23:38:14,,,great shoes. My child is completely happy with them and would prefer to just walk in those shoes,"prima schoenen. mijn kind is er helemaal blij mee, wil het liefst alleen maar op die schoenen lopen",Biking,2
4445,4445,4445,4445,9mB993eJcaHR92IRPXRU8s2aznfpN+iDQ61g7OFyoSo=,1,1,70.0,online,sale,"20"""" ELOPS 900",KIDS CITY BIKES,KID CYCLING AND,1,299.99,9mB993eJcaHR92IRPXRU8s2aznfpN+iDQ61g7OFyoSo=,,"Onwijs mooie en slimme fiets: stuur dat niet zomaar kantelt, automatische verlichting, drie versnellingen",5,2022-10-22 18:53:33,,,". Incredibly beautiful and smart bike: handlebars that don't just tilt, automatic lighting, three gears",". Onwijs mooie en slimme fiets: stuur dat niet zomaar kantelt, automatische verlichting, drie versnellingen",Biking,6
4447,4447,4447,4447,OEWTk5MjpgsOGjBk7euPlTqHL3ou/umqGi4CkIWVTrE=,1,10,2013.0,offline,sale,MTB HELMET ST 500 PINK,HELMET MTB,MTB BIKES AND E,1,39.99,OEWTk5MjpgsOGjBk7euPlTqHL3ou/umqGi4CkIWVTrE=,Fijne helm,Geen,4,2022-09-30 09:56:08,,,Nice helmet. No,Fijne helm. Geen,Biking,6
4448,4448,4448,4448,OEWTk5MjpgsOGjBk7euPlTqHL3ou/umqGi4CkIWVTrE=,1,10,2013.0,offline,sale,MTB HELMET ST 500 PINK,HELMET MTB,MTB BIKES AND E,1,39.99,OEWTk5MjpgsOGjBk7euPlTqHL3ou/umqGi4CkIWVTrE=,,Helaas was er geen personeel aanwezig om goede info te geven over een fietshelm,4,2022-09-30 09:55:07,,,". Unfortunately, there was no staff present to provide good information about a bicycle helmet",. Helaas was er geen personeel aanwezig om goede info te geven over een fietshelm,Biking,6
4449,4449,4449,4449,dg8UUC0l7o2dNzTmXez6NLgV+dxAaDbudiAjq05D61A=,1,10,664.0,offline,sale,MTB UNDERSHORT ST 500 W BLACK,W WARM WEA HIKG,MTB BIKES AND E,1,19.99,dg8UUC0l7o2dNzTmXez6NLgV+dxAaDbudiAjq05D61A=,,altijd goede service en leuke artikelen,5,2023-03-22 10:42:34,,,. always good service and nice items,. altijd goede service en leuke artikelen,Biking,2
4450,4450,4450,4450,16WJVFXXTh9fU8MUE+6V+J0ngW0jJncLGmAZjQkU7bk=,1,8,1089.0,offline,sale,"MTB ST 100 GREY 27,5""""",AD HIKG BIKES,MTB BIKES AND E,1,289.99,16WJVFXXTh9fU8MUE+6V+J0ngW0jJncLGmAZjQkU7bk=,,Ben goed geholpen,4,2023-11-04 18:03:49,,,. Got a lot of help,. Ben goed geholpen,Biking,3
4452,4452,4452,4452,8Xm5fTgkdK4NzDXHf7br6bju2AaGH544C6VLSU9d38w=,1,10,2095.0,offline,sale,ROADR 520 CAP BLK,MID-S HEAD BAND,ROAD BIKE AND E,1,9.99,8Xm5fTgkdK4NzDXHf7br6bju2AaGH544C6VLSU9d38w=,,:ok_hand::tone_light:,5,2022-05-20 09:21:57,,,. :ok_hand::tone_light:,. :ok_hand::tone_light:,Biking,5
4490,4490,4490,4490,hdKzCwo95GenL2BfR/qdj//fOarZrqUdX9QRNDUZm/Y=,1,10,1186.0,offline,sale,PONCHO 540 NEW BLACK RED,RAIN WEATH APP,URBAN/FOLDING B,1,39.99,hdKzCwo95GenL2BfR/qdj//fOarZrqUdX9QRNDUZm/Y=,Jullie verdienen 10,Top dank jullie wel,5,2023-09-06 00:43:09,,,"You deserve 10. Great, thank you",Jullie verdienen 10. Top dank jullie wel,Biking,1
4491,4491,4491,4491,hdKzCwo95GenL2BfR/qdj//fOarZrqUdX9QRNDUZm/Y=,1,10,1186.0,offline,sale,PONCHO 540 NEW BLACK RED,RAIN WEATH APP,URBAN/FOLDING B,1,39.99,hdKzCwo95GenL2BfR/qdj//fOarZrqUdX9QRNDUZm/Y=,,Meisjesfiets van 26 inch gekocht was super.Garmin horloge gekocht was super.Regenjas gekocht was super. Dank jullie wel jullie verdienen 10,5,2023-09-06 00:39:51,,,". Bought a 26 inch girls bike which was great. Bought a Garmin watch which was great. Bought a raincoat which was great. Thank you, you deserve 10",. Meisjesfiets van 26 inch gekocht was super.Garmin horloge gekocht was super.Regenjas gekocht was super. Dank jullie wel jullie verdienen 10,Biking,1
4562,4562,4562,4562,Q8CVUJgUyQd61L5AQhq3ZiCy85kFqWr/Ldao0tYszIA=,2,10,2092.0,offline,sale,BIKE LOCK AXA DEFENDER,BIKE LOCKS,BIKE ACCESSORIE,1,29.99,Q8CVUJgUyQd61L5AQhq3ZiCy85kFqWr/Ldao0tYszIA=,Prima slot,Makkelijk te monteren,5,2022-04-18 19:02:18,,,Great lock. Easy to assemble,Prima slot. Makkelijk te monteren,Biking,0
4563,4563,4563,4563,OX5yBMDFQekx8AtWrvQfCCUi+k4vvxYkIDnuvcDUfhQ=,1,10,2092.0,offline,sale,ROAD PEDALS 500 SEMI AUTO,ROAD BIKE PEDAL,BIKE ACCESSORIE,1,34.99,OX5yBMDFQekx8AtWrvQfCCUi+k4vvxYkIDnuvcDUfhQ=,Prima met een kleine kanttekening,"Onlangs deze pedalen gekocht voor mijn huis, tuin en keukenfiets. Aangezien ik mijn snelle fiets liever niet misbruik in erg natte omstandigheden zocht ik naar pedalen waarmee ik zowel met gewone als met fietsschoenen zou kunnen fietsen. Dan zijn deze pedalen zo ongeveer de meest betaalbare die er te vinden zijn. Ze werken prima, zijn echter met gewone schoenen ietwat aan de smalle kant hetgeen goed past bij mijn kleine en smalle voeten. De grip op de pedalen is met gewone schoenen goed.De veerspanning van het klikgedeelte is instelbaar en dat is niet, zoals bij bijvoorbeeld pedalen van Shimano, met een paar vaste klikstanden. Het bereik van de veer is groot, variërend van vrijwel los naar zo vast dat je er bijna niet uit kunt komen, maar de linker en rechter pedaal met dezelfde veerspanning instellen is door het ontbreken van die klikstanden best een lastig karweitje. Is dat eenmaal gelukt dan werken de pedalen met moutainbikeschoenen met spd-plaatjes prima, vergelijkbaar met andere pedalen die ik gebruik. Door de korte periode dat ik de pedalen nu gebruik kan ik natuurlijk niets zeggen over eventuele slijtage en hoe lang de pedalen het uithouden.",4,2022-12-20 11:34:58,,,"Fine with a small caveat. Recently purchased these pedals for my home, garden and kitchen bike. Since I prefer not to abuse my fast bike in very wet conditions, I looked for pedals that would allow me to cycle with both regular and cycling shoes. Then these pedals are about the most affordable available. They work fine, but with regular shoes they are a bit on the narrow side, which suits my small and narrow feet well. The grip on the pedals is good with normal shoes. The spring tension of the click part is adjustable and that is not the case with, for example, Shimano pedals, with a few fixed click positions. The range of the spring is wide, varying from almost loose to so tight that you can hardly get out of it, but setting the left and right pedals with the same spring tension is quite a difficult job due to the lack of click positions. Once this is successful, the pedals with mountain bike shoes with SPD plates work fine, comparable to other pedals that I use. Due to the short period that I have been using the pedals, I cannot say anything about any wear and tear and how long the pedals will last.","Prima met een kleine kanttekening. Onlangs deze pedalen gekocht voor mijn huis, tuin en keukenfiets. Aangezien ik mijn snelle fiets liever niet misbruik in erg natte omstandigheden zocht ik naar pedalen waarmee ik zowel met gewone als met fietsschoenen zou kunnen fietsen. Dan zijn deze pedalen zo ongeveer de meest betaalbare die er te vinden zijn. Ze werken prima, zijn echter met gewone schoenen ietwat aan de smalle kant hetgeen goed past bij mijn kleine en smalle voeten. De grip op de pedalen is met gewone schoenen goed.De veerspanning van het klikgedeelte is instelbaar en dat is niet, zoals bij bijvoorbeeld pedalen van Shimano, met een paar vaste klikstanden. Het bereik van de veer is groot, variërend van vrijwel los naar zo vast dat je er bijna niet uit kunt komen, maar de linker en rechter pedaal met dezelfde veerspanning instellen is door het ontbreken van die klikstanden best een lastig karweitje. Is dat eenmaal gelukt dan werken de pedalen met moutainbikeschoenen met spd-plaatjes prima, vergelijkbaar met andere pedalen die ik gebruik. Door de korte periode dat ik de pedalen nu gebruik kan ik natuurlijk niets zeggen over eventuele slijtage en hoe lang de pedalen het uithouden.",Biking,2
4564,4564,4564,4564,OX5yBMDFQekx8AtWrvQfCCUi+k4vvxYkIDnuvcDUfhQ=,1,10,2092.0,offline,sale,ROAD PEDALS 500 SEMI AUTO,ROAD BIKE PEDAL,BIKE ACCESSORIE,1,34.99,OX5yBMDFQekx8AtWrvQfCCUi+k4vvxYkIDnuvcDUfhQ=,,"Altijd een feestje, bij Decathlon iets kopen. Veel lagere prijzen dan bij de concurrentie bij een vergelijkbare kwaliteit. Wel jammer dat de winkelvoorraad niet heel groot is, dat is nog wel eens iets passen in de winkel en dan online bestellen.",5,2022-11-27 10:58:27,,,". Always a party, buying something at Decathlon. Much lower prices than the competition for comparable quality. It's a shame that the store stock is not very large, so you sometimes have to try something on in the store and then order it online.",". Altijd een feestje, bij Decathlon iets kopen. Veel lagere prijzen dan bij de concurrentie bij een vergelijkbare kwaliteit. Wel jammer dat de winkelvoorraad niet heel groot is, dat is nog wel eens iets passen in de winkel en dan online bestellen.",Biking,6
4565,4565,4565,4565,WkGi0h+3acWn09dU101udX3YKGbCXilawsdGdRYV1So=,1,2,70.0,online,sale,CARRIER PANNIER 900 25L V3 YELLOW,LUGGAGE,BIKE ACCESSORIE,1,41.99,WkGi0h+3acWn09dU101udX3YKGbCXilawsdGdRYV1So=,Praktisch en een geweldige kleur geel,Prima,5,2022-07-16 18:34:15,,,Practical and a great color yellow. Fine,Praktisch en een geweldige kleur geel. Prima,Biking,1
4566,4566,4566,4566,bds0NZSC4NQGfeo6252YYg81RVGV1FhR3tYIrGuUylA=,1,10,2096.0,offline,sale,BIKE COMPUTER 500 BLACK,BIKE COMPUTERS,BIKE ACCESSORIE,1,34.99,bds0NZSC4NQGfeo6252YYg81RVGV1FhR3tYIrGuUylA=,Zeer goed,Werkt goed en erg te vreden over de Fietscomputer draadloos RR500 zwart VAN RYSEL.,5,2022-12-16 10:34:19,,,Very good. Works well and I am very pleased with the wireless RR500 black bicycle computer VAN RYSEL.,Zeer goed. Werkt goed en erg te vreden over de Fietscomputer draadloos RR500 zwart VAN RYSEL.,Biking,0
4592,4592,4592,4592,0hsU0WzH0Ub20Ig8QZHanjPKu8B9KrAPxUF0LAx2DGU=,1,8,2096.0,offline,sale,"14"""" BIKE ROBOT 500",3-5 BIKES,KID CYCLING AND,1,124.99,0hsU0WzH0Ub20Ig8QZHanjPKu8B9KrAPxUF0LAx2DGU=,,Top,5,2022-09-15 10:09:32,,,. Top,. Top,Biking,2
4593,4593,4593,4593,IYiEXKWALH4uNT5/PzO47F20Mqj1zs9jz+5mx62Cyvs=,1,10,2226.0,offline,sale,"24"""" ST 500 BLACK",JR MTB BIKES,KID CYCLING AND,1,249.99,IYiEXKWALH4uNT5/PzO47F20Mqj1zs9jz+5mx62Cyvs=,De versnellingen zijn een ramp,"De verkoper was top, maar de kwaliteit is heel slecht.",1,2023-12-07 11:20:45,,,"The gears are a disaster. The seller was great, but the quality is very poor.","De versnellingen zijn een ramp. De verkoper was top, maar de kwaliteit is heel slecht.",Biking,0
4594,4594,4594,4594,8Qkb4lVVUN+YQkTwF2t7muMQ2gOgU5AjVtNg8gWVviA=,1,10,346.0,offline,sale,KH100 BLACK,KIDS BIK HELMET,KID CYCLING AND,1,13.99,8Qkb4lVVUN+YQkTwF2t7muMQ2gOgU5AjVtNg8gWVviA=,,"Personeel is niet betrokken bij de aankoop. Wij werden niet netjes geholpen, personeel staat met handen in de zakken je te woord te staan, geen mooi gezicht en niet netjes. Zijn ook niet echt bekwaam krijgen geen antwoord op vragen die wij stelden, jammer…..",3,2023-05-18 08:54:43,,,". Staff is not involved in the purchase. We were not helped properly, staff has their hands in their pockets to speak to you, not a nice sight and not neat. They are also not really competent, they do not get answers to the questions we asked, which is a pity...",". Personeel is niet betrokken bij de aankoop. Wij werden niet netjes geholpen, personeel staat met handen in de zakken je te woord te staan, geen mooi gezicht en niet netjes. Zijn ook niet echt bekwaam krijgen geen antwoord op vragen die wij stelden, jammer…..",Biking,3
4595,4595,4595,4595,p0NmwbP/7+qzHXjSy0AS154+YBnNVvAxaN+QZ0uWamA=,10,10,2226.0,offline,sale,KID BIKE BUY BACK,BUY BACK,KID CYCLING AND,1,79.98,p0NmwbP/7+qzHXjSy0AS154+YBnNVvAxaN+QZ0uWamA=,10,Goed,5,2023-11-29 08:14:31,,,10. Good,10. Goed,Biking,1
4596,4596,4596,4596,p0NmwbP/7+qzHXjSy0AS154+YBnNVvAxaN+QZ0uWamA=,10,10,2226.0,offline,sale,KID BIKE BUY BACK,BUY BACK,KID CYCLING AND,1,79.98,p0NmwbP/7+qzHXjSy0AS154+YBnNVvAxaN+QZ0uWamA=,,Heel goed,4,2023-10-07 10:35:54,,,. Very good,. Heel goed,Biking,1
4597,4597,4597,4597,+CQhLtdpkrp/qvvDoID+tTEUbSRXxx3OqLxUbgtNL5Y=,1,4,70.0,online,sale,MTB SHORT ST 900 M BLACK,M WARM HIKG AM,MTB BIKES AND E,1,39.99,+CQhLtdpkrp/qvvDoID+tTEUbSRXxx3OqLxUbgtNL5Y=,,Erg klantvriendelijk! Perfecte service!,5,2023-01-16 08:24:46,,,. Very customer friendly! Perfect service!,. Erg klantvriendelijk! Perfecte service!,Biking,2
4598,4598,4598,4598,4JPy+EAdPKwBx01PdBKz75bMEOBWk3A06m1vse2a6yI=,1,1,70.0,online,sale,MTB HELMET ST 100 WHITE,HELMET MTB,MTB BIKES AND E,4,99.96,4JPy+EAdPKwBx01PdBKz75bMEOBWk3A06m1vse2a6yI=,Goede helm voor een goede prijs,Kwalitatief degelijke helm voor een mooie prijs. Prima pasvorm. lichtgewicht,4,2022-06-07 13:50:01,,,Good helmet for a good price. High-quality helmet for a great price. Great fit. lightweight,Goede helm voor een goede prijs. Kwalitatief degelijke helm voor een mooie prijs. Prima pasvorm. lichtgewicht,Biking,6
4599,4599,4599,4599,422dVg7p0Yxi/voHHHPyOJc4l+UMyCjfJAKOgZdJYh4=,1,8,2224.0,offline,sale,"MTB ST 100 GREY 27,5""""",AD HIKG BIKES,MTB BIKES AND E,1,279.99,422dVg7p0Yxi/voHHHPyOJc4l+UMyCjfJAKOgZdJYh4=,Mooie nette fiets,Mijn zoontje is er heel blij mee.,5,2022-11-06 10:49:38,,,Nice neat bike. My son is very happy with it.,Mooie nette fiets. Mijn zoontje is er heel blij mee.,Biking,3
4600,4600,4600,4600,422dVg7p0Yxi/voHHHPyOJc4l+UMyCjfJAKOgZdJYh4=,1,8,2224.0,offline,sale,"MTB ST 100 GREY 27,5""""",AD HIKG BIKES,MTB BIKES AND E,1,279.99,422dVg7p0Yxi/voHHHPyOJc4l+UMyCjfJAKOgZdJYh4=,,Zeer fijn geholpen. Mijn zoon is heel blij met zijn nieuwe fiets!Vriendelijke geholpen.,5,2022-11-06 10:48:37,,,. Very nice help. My son is very happy with his new bike! Friendly help.,. Zeer fijn geholpen. Mijn zoon is heel blij met zijn nieuwe fiets!Vriendelijke geholpen.,Biking,1
4601,4601,4601,4601,422dVg7p0Yxi/voHHHPyOJc4l+UMyCjfJAKOgZdJYh4=,1,8,2224.0,offline,sale,"MTB ST 100 GREY 27,5""""",AD HIKG BIKES,MTB BIKES AND E,1,279.99,422dVg7p0Yxi/voHHHPyOJc4l+UMyCjfJAKOgZdJYh4=,,Fijne sevice.  Zeer tevreden,5,2022-11-06 10:51:39,,,. Nice service. Very satisfied,. Fijne sevice.  Zeer tevreden,Biking,2
4603,4603,4603,4603,n10dd001SdvIrSodGiFpmDh/3Nc3AHieYS4H1vxS9Us=,1,10,2096.0,offline,sale,RC 3/4 SHORTS . W 3/4 BIB SHORTS BLK,GARM MID-SE RDW,ROAD BIKE AND E,1,14.99,n10dd001SdvIrSodGiFpmDh/3Nc3AHieYS4H1vxS9Us=,Prima fietsbroek,"Zit lekker, goede zeem. Zwart, maar toch niet te warmIk mis wel een zakje",5,2022-08-04 18:17:04,,,"Great cycling shorts. Fits comfortably, good chamois. Black, but not too warm. I do miss a pocket","Prima fietsbroek. Zit lekker, goede zeem. Zwart, maar toch niet te warmIk mis wel een zakje",Biking,0
4604,4604,4604,4604,9fsHRzi6BPOGVo1kXdHtuiT+RpmQNfx9wydDfmQ6Htw=,1,4,70.0,online,sale,WINDBRAKER JACKET ROADR 500 M WINDBREAKE,RAIN WIN CUT RD,ROAD BIKE AND E,1,28.99,9fsHRzi6BPOGVo1kXdHtuiT+RpmQNfx9wydDfmQ6Htw=,,Mooi wintersport jack en windvanger. Prima kwaliteit,5,2022-12-14 19:49:40,,,. Beautiful winter sports jacket and windbreaker. Excellent quality,. Mooi wintersport jack en windvanger. Prima kwaliteit,Biking,1
4605,4605,4605,4605,Xl02Xu0xJ+LulhdFTBgjF2HgHRGJgSGI8iVdqUczMP4=,1,10,256.0,offline,sale,HELMET ROAD 100 BLACK,ROAD HELMETS,ROAD BIKE AND E,1,24.99,Xl02Xu0xJ+LulhdFTBgjF2HgHRGJgSGI8iVdqUczMP4=,,"Een mountain bike gekocht bij een vriendelijke verkoper. Hij had me wel wat meer kunnen aanbieden zoals kleding, bidon, schoenen enz.",4,2023-07-21 04:56:25,,,". Bought a mountain bike from a friendly seller. He could have offered me something more such as clothing, water bottle, shoes, etc.",". Een mountain bike gekocht bij een vriendelijke verkoper. Hij had me wel wat meer kunnen aanbieden zoals kleding, bidon, schoenen enz.",Biking,1
4606,4606,4606,4606,HBBBTytjf/JmOfHI4FRNJKiy6tUdQmOwJqVKOyEwfvY=,1,10,2095.0,offline,sale,ROADC 900 MITTENS BLACK 2019,GLOVES WARM WE,ROAD BIKE AND E,1,24.99,HBBBTytjf/JmOfHI4FRNJKiy6tUdQmOwJqVKOyEwfvY=,Zeer slechte kwaliteit,Na 2x dragen op gewone ritjes is de duim en de palm reeds kapot. Helaas erg teleurgesteld in het productHet set wat een paar jaar oud is heeft dit probleem niet (echter ben ik daar een handschoen van verloren dus ik had nieuwe nodig),1,2023-05-08 15:46:09,,,"Very poor quality. After wearing it twice on regular rides, the thumb and palm are already broken. Unfortunately, very disappointed with the product. The set, which is a few years old, does not have this problem (however, I lost a glove because of it so I needed new ones)",Zeer slechte kwaliteit. Na 2x dragen op gewone ritjes is de duim en de palm reeds kapot. Helaas erg teleurgesteld in het productHet set wat een paar jaar oud is heeft dit probleem niet (echter ben ik daar een handschoen van verloren dus ik had nieuwe nodig),Biking,0
4633,4633,4633,4633,cTrB3w8YM/nTggKyCSFftTW8OlOmz8IAXvtT2qvYv7k=,1,10,1089.0,offline,sale,WHEEL COVER,BIKE CARRIERS,TYRES/SPARE/CAR,1,19.99,cTrB3w8YM/nTggKyCSFftTW8OlOmz8IAXvtT2qvYv7k=,snel en gemakelijk,eve snel een hoes gehaald voor mijn rolstoelwielen,4,2023-09-10 15:59:53,,,quickly and easily. I quickly got a cover for my wheelchair wheels,snel en gemakelijk. eve snel een hoes gehaald voor mijn rolstoelwielen,Biking,4
